1.74000 12.590582616692579 -0.0000 -0.0000 -68.1166 68.1165 0.0000 0.0000 68.1166 68.1165
1.75200 11.857270780689269 -0.0000 -0.0000 -54.6649 54.6648 0.0000 0.0000 54.6649 54.6648
1.76400 11.267035148341019 0.0000 0.0000 -44.1222 44.1221 -0.0000 -0.0000 44.1222 44.1221
1.77600 10.789708081488737 -0.0000 -0.0000 -35.7443 35.7442 0.0000 0.0000 35.7443 35.7442
1.78800 10.402615944881463 0.0000 0.0000 -29.0103 29.0102 -0.0000 -0.0000 29.0103 29.0102
1.80000 10.088390821159589 0.0000 0.0000 -23.5470 23.5469 -0.0000 -0.0000 23.5470 23.5469
1.81200 9.8335110941361847 -0.0000 -0.0000 -19.0803 19.0802 0.0000 0.0000 19.0803 19.0802
1.82400 9.6273018282853240 0.0000 0.0000 -15.4057 15.4056 -0.0000 -0.0000 15.4057 15.4056
1.83600 9.4612336921677294 -0.0000 -0.0000 -12.3675 12.3674 0.0000 0.0000 12.3675 12.3674
1.84800 9.3284207345406269 -0.0000 0.0000 -9.8456 9.8455 0.0000 -0.0000 9.8456 9.8455
1.86000 9.2232536818044704 0.0000 0.0000 -7.7460 7.7459 -0.0000 -0.0000 7.7460 7.7459
1.87200 9.1411275360734585 -0.0000 0.0000 -5.9944 5.9943 0.0000 -0.0000 5.9944 5.9943
1.88400 9.0782360594812612 0.0000 0.0000 -4.5313 4.5312 -0.0000 -0.0000 4.5313 4.5312
1.89600 9.0314145514630386 -0.0000 0.0000 -3.3089 3.3088 0.0000 -0.0000 3.3089 3.3088
1.90800 8.9980180795585127 0.0000 0.0000 -2.2880 2.2879 -0.0000 -0.0000 2.2880 2.2879
1.92000 8.9758261452046675 0.0000 -0.0000 -1.4366 1.4365 -0.0000 0.0000 1.4366 1.4365
1.93200 8.9629673458689325 0.0000 -0.0000 -0.7284 .7283 -0.0000 0.0000 0.7284 .7283
1.94400 8.9578593637333253 -0.0000 -0.0000 -0.1415 .1414 0.0000 0.0000 0.1415 .1414
1.95600 8.9591608386069677 0.0000 0.0000 0.3426 .3424 -0.0000 -0.0000 -0.3426 .3424
1.96800 8.9657325487793571 -0.0000 0.0000 0.7393 .7392 0.0000 -0.0000 -0.7393 .7392
1.98000 8.9766059391222601 -0.0000 0.0000 1.0616 1.0615 0.0000 -0.0000 -1.0616 1.0615
1.99200 8.9909574846029443 0.0000 -0.0000 1.3207 1.3206 -0.0000 0.0000 -1.3207 1.3206
2.00400 9.0080877041313698 -0.0000 -0.0000 1.5262 1.5261 0.0000 0.0000 -1.5262 1.5261
2.01600 9.0274038866077788 0.0000 0.0000 1.6863 1.6862 -0.0000 -0.0000 -1.6863 1.6862
2.02800 9.0484057780035378 -0.0000 -0.0000 1.8082 1.8081 0.0000 0.0000 -1.8082 1.8081
2.04000 9.0706736238842574 0.0000 0.0000 1.8982 1.8981 -0.0000 -0.0000 -1.8982 1.8981
2.05200 9.0938580785640415 -0.0000 0.0000 1.9618 1.9617 0.0000 -0.0000 -1.9618 1.9617
2.06400 9.1176715865855957 0.0000 -0.0000 2.0038 2.0037 -0.0000 0.0000 -2.0038 2.0037
2.07600 9.1418809196398385 -0.0000 -0.0000 2.0285 2.0284 0.0000 0.0000 -2.0285 2.0284
2.08800 9.1663006193584824 -0.0000 0.0000 2.0395 2.0394 0.0000 -0.0000 -2.0395 2.0394
2.10000 9.1907871515886992 -0.0000 -0.0000 2.0401 2.0400 0.0000 0.0000 -2.0401 2.0400
