 @#dos of site           1 s(up) s(dn) p(up) p(dn) d(up) d(dn)
-10.000000000000000 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.9000000000000004 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.8000000000000007 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.6999999999999993 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.5999999999999996 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.5000000000000000 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.4000000000000004 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.3000000000000007 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.1999999999999993 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.0999999999999996 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-9.0000000000000000 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-8.9000000000000004 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-8.8000000000000007 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-8.6999999999999993 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-8.5999999999999996 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
-8.5000000000000000 2.1246106291724050E-085 2.1246106291724050E-085 6.3738318875172738E-085 6.3738318875172738E-085 1.0623053145862204E-084 1.0623053145862204E-084
