@# a  Etot(eV)   covera=1.58
3.00 0.38554820268834611
3.05 0.17174087758633372
3.10 3.7219087133392961E-002
3.11 1.9330823904757030E-002
3.12 4.3473310047791478E-003
3.13 -7.7712886783055744E-003
3.14 -1.7068554780363138E-002
3.15 -2.3592681860880163E-002
3.16 -2.7393541009582967E-002
3.17 -2.8521416478847799E-002
3.18 -2.7027834397839783E-002
3.19 -2.2965450173323996E-002
3.20 -1.6386756760497855E-002
3.25 5.2372332164144997E-002
3.30 0.17623236866334033
3.35 0.35000782322824509
@# a  Etot(eV)   covera=1.59
3.00 0.35051456794241853
3.05 0.14678246871806347
3.10 2.1969806543026948E-002
3.11 5.9782856518937047E-003
3.12 -7.1235880244981224E-003
3.13 -1.7367915881654854E-002
3.14 -2.4793901628188206E-002
3.15 -2.9453264797057729E-002
3.16 -3.1406311513421513E-002
3.17 -3.0713099015144889E-002
3.18 -2.7428879731322495E-002
3.19 -2.1606515261888486E-002
3.20 -1.3301048140808847E-002
3.25 6.3477818675787889E-002
3.30 0.19493271474533924
3.35 0.37585363107393199
@# a  Etot(eV)   covera=1.60
3.00 0.31710081944297824
3.05 0.12306644825618805
3.10 8.0470864312143266E-003
3.11 -6.0091696849050268E-003
3.12 -1.7193033483298696E-002
3.13 -2.5548745375667318E-002
3.14 -3.1121541796045142E-002
3.15 -3.3959071204884804E-002
3.16 -3.4112730466949057E-002
3.17 -3.1639186152350521E-002
3.18 -2.6600808924476072E-002
3.19 -1.9063364607087251E-002
3.20 -9.0909879428521193E-003
3.25 7.5619883470950194E-002
3.30 0.21485948895625925
3.35 0.40260833065660145
@# a  Etot(eV)   covera=1.61
3.00 0.28518415301353167
3.05 0.10077740135304106
3.10 -4.4358069107177040E-003
3.11 -1.6563111384267585E-002
3.12 -2.5857906736408701E-002
3.13 -3.2366473943584696E-002
3.14 -3.6126585901485361E-002
3.15 -3.7177981661639763E-002
3.16 -3.5572720801580304E-002
3.17 -3.1376505246473348E-002
3.18 -2.4659498110859174E-002
3.19 -1.5484410750271673E-002
3.20 -3.9001633703752677E-003
3.25 8.8968799175251218E-002
3.30 0.23586198809600947
3.35 0.43027835630222538
@# a  Etot(eV)   covera=1.62
3.00 0.25452778810921156
3.05 8.0025158589576692E-002
3.10 -1.5454802008820143E-002
3.11 -2.5713412487387739E-002
3.12 -3.3155186732717064E-002
3.13 -3.7829594076428434E-002
3.14 -3.9791117226124717E-002
3.15 -3.9098490068471478E-002
3.16 -3.5810333966906208E-002
3.17 -2.9979322261108825E-002
3.18 -2.1648256208732550E-002
3.19 -1.0850450923667310E-002
3.20 2.3851433856091676E-003
3.25 0.10356050632066302
3.30 0.25783547662073802
3.35 0.45883672403817394
@# a  Etot(eV)   covera=1.63
3.00 0.22535799199839573
3.05 6.0984503288816556E-002
3.10 -2.5018463758465389E-002
3.11 -3.3418099038454718E-002
3.12 -3.9018861554772355E-002
3.13 -4.1894765250584221E-002
3.14 -4.2113483964536527E-002
3.15 -3.9729031987115887E-002
3.16 -3.4781137139691588E-002
3.17 -2.7297815649950537E-002
3.18 -1.7299558319655788E-002
3.19 -4.8083558481154471E-003
3.20 1.0138250155747283E-002
3.25 0.11936157712658926
3.30 0.28067210309158119
3.35 0.48823740389385650
@# a  Etot(eV)   covera=1.64
3.00 0.19788336188890654
3.05 4.3476255748561461E-002
3.10 -3.3082926314470761E-002
3.11 -3.9647305161902763E-002
3.12 -4.3462347441672322E-002
3.13 -4.4594055948470393E-002
3.14 -4.3089247755915550E-002
3.15 -3.8980283045252827E-002
3.16 -3.2293757965704176E-002
3.17 -2.3059859064498037E-002
3.18 -1.1319109714700189E-002
3.19 2.8768851534639616E-003
3.20 1.9468958942395302E-002
3.25 0.13617563481551845
3.30 0.30440954030918727
3.35 0.51844902512494850
@# a  Etot(eV)   covera=1.65
3.00 0.17188237344904300
3.05 2.7475153281776143E-002
3.10 -3.9542187650904045E-002
3.11 -4.4347753966829474E-002
3.12 -4.6447992964082682E-002
3.13 -4.5864954040105439E-002
3.14 -4.2609670527057421E-002
3.15 -3.6710563285534861E-002
3.16 -2.8227522454188071E-002
3.17 -1.7237461215949969E-002
3.18 -3.8125952879240910E-003
3.19 1.1987224888686821E-002
3.20 3.0081895899795742E-002
3.25 0.15402412870100216
3.30 0.32923292903229234
3.35 0.54942545760893935
@# a  Etot(eV)   covera=1.66
3.00 0.14734977495669491
3.05 1.3166458406680202E-002
3.10 -4.4595183539436783E-002
3.11 -4.7706424955333913E-002
3.12 -4.8077715033479226E-002
3.13 -4.5713623339654272E-002
3.14 -4.0658615215470151E-002
3.15 -3.2990861487353862E-002
3.16 -2.2796408336109880E-002
3.17 -1.0153759284221780E-002
3.18 4.8705359025694155E-003
3.19 2.2196031775364253E-002
3.20 4.1838121253240684E-002
3.25 0.17310527020547217
3.30 0.35511292223164803
3.35 0.58115887314327208
