 @# k   band (eV)
   0.000  -7.866  -7.805  -2.584  -2.555  -2.523  -1.080  -1.074  -0.009   0.014   0.049   1.622   1.624  25.203  25.203  25.203  25.902  25.902  25.902
   0.017  -7.833  -7.769  -2.582  -2.562  -2.518  -1.102  -1.068  -0.004   0.014   0.056   1.597   1.630  24.641  25.132  25.132  25.341  25.847  25.847
   0.035  -7.721  -7.649  -2.586  -2.577  -2.489  -1.169  -1.045   0.006   0.013   0.086   1.522   1.649  23.525  24.256  24.807  24.807  25.553  25.553
   0.052  -7.514  -7.426  -2.595  -2.591  -2.428  -1.279  -1.007   0.013   0.014   0.147   1.401   1.673  22.563  23.390  24.065  24.065  24.823  24.823
   0.070  -7.201  -7.088  -2.595  -2.593  -2.337  -1.428  -0.957   0.022   0.024   0.239   1.236   1.698  21.885  22.864  22.937  22.937  23.676  23.676
   0.087  -6.781  -6.630  -2.575  -2.575  -2.221  -1.611  -0.892   0.046   0.049   0.357   1.035   1.723  21.304  21.637  21.637  22.341  22.342  22.451
   0.105  -6.264  -6.063  -2.532  -2.532  -2.082  -1.824  -0.806   0.091   0.095   0.499   0.802   1.756  20.367  20.367  20.595  21.042  21.042  21.862
   0.122  -5.690  -5.423  -2.463  -2.462  -2.060  -1.922  -0.678   0.164   0.169   0.543   0.662   1.810  19.215  19.215  19.671  19.874  19.875  20.962
   0.139  -5.136  -4.770  -2.378  -2.362  -2.303  -1.747  -0.481   0.235   0.274   0.296   0.842   1.900  18.165  18.165  18.648  18.817  18.817  19.866
   0.157  -4.683  -4.166  -2.594  -2.231  -2.227  -1.561  -0.180  -0.037   0.408   0.409   1.034   2.039  17.149  17.149  17.732  17.786  17.786  18.816
   0.174  -4.381  -3.646  -2.875  -2.069  -2.066  -1.370  -0.341   0.254   0.568   0.573   1.232   2.241  16.112  16.112  16.712  16.712  17.044  17.982
   0.192  -4.226  -3.210  -3.162  -1.877  -1.875  -1.180  -0.648   0.737   0.750   0.866   1.431   2.533  15.085  15.085  15.628  15.628  16.551  17.360
   0.209  -4.181  -3.446  -2.851  -1.663  -1.660  -1.034  -0.913   0.946   0.949   1.623   1.626   2.967  14.158  14.158  14.650  14.650  16.118  16.823
   0.226  -4.213  -3.722  -2.582  -1.435  -1.427  -1.260  -0.801   1.161   1.163   1.807   2.574   3.604  13.387  13.387  13.851  13.851  15.618  16.241
   0.244  -4.296  -3.982  -2.418  -1.544  -1.184  -1.182  -0.642   1.389   1.391   1.975   3.684   4.465  12.740  12.740  13.197  13.197  15.017  15.575
   0.261  -4.410  -4.218  -2.351  -1.793  -0.937  -0.937  -0.499   1.631   1.633   2.124   4.920   5.528  12.149  12.149  12.604  12.604  14.379  14.885
   0.279  -4.535  -4.422  -2.347  -2.010  -0.699  -0.698  -0.378   1.879   1.882   2.251   6.244   6.743  11.585  11.585  12.029  12.029  13.794  14.260
   0.296  -4.650  -4.589  -2.372  -2.188  -0.485  -0.482  -0.279   2.113   2.118   2.353   7.612   8.046  11.080  11.080  11.506  11.506  13.322  13.758
   0.314  -4.739  -4.712  -2.401  -2.319  -0.316  -0.308  -0.204   2.303   2.312   2.430   8.920   9.320  10.688  10.688  11.093  11.093  12.974  13.389
   0.331  -4.795  -4.788  -2.420  -2.399  -0.215  -0.196  -0.150   2.418   2.438   2.487   9.948  10.336  10.443  10.443  10.835  10.835  12.734  13.135
   0.348  -4.814  -4.814  -2.427  -2.426  -0.186  -0.157  -0.126   2.450   2.482   2.513  10.361  10.361  10.361  10.748  10.748  10.748  12.632  13.028
   0.361  -4.804  -4.802  -2.420  -2.416  -0.203  -0.176  -0.135   2.432   2.460   2.502  10.261  10.286  10.402  10.651  10.672  10.791  12.687  13.086
   0.373  -4.772  -4.767  -2.402  -2.384  -0.275  -0.234  -0.142   2.352   2.395   2.495   9.975  10.080  10.374  10.468  10.525  10.921  12.842  13.249
   0.385  -4.719  -4.710  -2.370  -2.332  -0.406  -0.328  -0.137   2.210   2.288   2.499   9.537   9.790   9.952  10.181  10.727  11.133  13.077  13.497
   0.398  -4.643  -4.636  -2.322  -2.265  -0.584  -0.454  -0.126   2.017   2.144   2.508   8.994   9.432   9.458   9.858  11.004  11.424  13.382  13.818
