 @# k   band (eV)
   0.000  -5.084  -3.457  -3.095  -2.976  -2.168  -1.375  -1.310  -0.685  -0.128  -0.013   1.782   1.845   2.500   2.500   2.699   2.699  19.166  20.009
   0.002  -5.083  -3.456  -3.094  -2.976  -2.167  -1.376  -1.311  -0.684  -0.128  -0.013   1.778   1.840   2.502   2.502   2.703   2.704  19.159  20.001
   0.004  -5.080  -3.453  -3.094  -2.976  -2.166  -1.379  -1.315  -0.683  -0.127  -0.013   1.767   1.828   2.508   2.508   2.717   2.719  19.137  19.978
   0.007  -5.075  -3.448  -3.093  -2.975  -2.164  -1.384  -1.320  -0.681  -0.127  -0.012   1.749   1.809   2.517   2.517   2.740   2.742  19.102  19.940
   0.009  -5.068  -3.441  -3.092  -2.974  -2.161  -1.392  -1.328  -0.677  -0.125  -0.011   1.724   1.783   2.530   2.531   2.771   2.775  19.052  19.887
   0.011  -5.059  -3.432  -3.091  -2.973  -2.157  -1.401  -1.337  -0.673  -0.124  -0.009   1.695   1.753   2.547   2.548   2.809   2.813  18.990  19.821
   0.013  -5.048  -3.420  -3.090  -2.971  -2.152  -1.413  -1.349  -0.668  -0.122  -0.007   1.662   1.718   2.568   2.569   2.852   2.858  18.915  19.741
   0.016  -5.034  -3.407  -3.088  -2.969  -2.146  -1.426  -1.363  -0.662  -0.120  -0.005   1.625   1.680   2.592   2.593   2.900   2.908  18.828  19.649
   0.018  -5.019  -3.392  -3.086  -2.967  -2.139  -1.442  -1.379  -0.654  -0.118  -0.003   1.586   1.640   2.620   2.621   2.953   2.962  18.731  19.546
   0.020  -5.002  -3.374  -3.083  -2.965  -2.132  -1.459  -1.396  -0.646  -0.115   0.000   1.545   1.598   2.652   2.653   3.010   3.019  18.624  19.432
   0.022  -4.983  -3.354  -3.081  -2.962  -2.123  -1.478  -1.415  -0.637  -0.112   0.003   1.503   1.555   2.687   2.688   3.069   3.080  18.508  19.309
   0.024  -4.961  -3.332  -3.078  -2.959  -2.113  -1.499  -1.437  -0.627  -0.108   0.007   1.460   1.511   2.725   2.726   3.132   3.143  18.384  19.177
   0.027  -4.938  -3.308  -3.075  -2.956  -2.102  -1.521  -1.459  -0.616  -0.105   0.011   1.416   1.466   2.766   2.768   3.197   3.209  18.254  19.039
   0.029  -4.913  -3.282  -3.071  -2.953  -2.091  -1.545  -1.484  -0.604  -0.101   0.015   1.371   1.421   2.811   2.813   3.264   3.277  18.117  18.894
   0.031  -4.886  -3.254  -3.068  -2.949  -2.078  -1.571  -1.509  -0.591  -0.096   0.019   1.326   1.375   2.859   2.861   3.334   3.347  17.976  18.744
   0.033  -4.856  -3.223  -3.064  -2.945  -2.063  -1.597  -1.537  -0.577  -0.092   0.024   1.281   1.329   2.910   2.912   3.406   3.419  17.831  18.590
   0.036  -4.825  -3.190  -3.059  -2.941  -2.048  -1.626  -1.565  -0.563  -0.087   0.029   1.235   1.284   2.964   2.967   3.479   3.493  17.682  18.433
   0.038  -4.793  -3.155  -3.055  -2.936  -2.032  -1.655  -1.595  -0.547  -0.081   0.034   1.190   1.238   3.021   3.024   3.555   3.569  17.532  18.274
   0.040  -4.758  -3.117  -3.050  -2.932  -2.014  -1.686  -1.626  -0.530  -0.076   0.040   1.144   1.192   3.081   3.084   3.632   3.646  17.380  18.113
   0.042  -4.721  -3.078  -3.045  -2.927  -1.995  -1.717  -1.658  -0.512  -0.070   0.046   1.099   1.147   3.143   3.146   3.711   3.725  17.226  17.951
   0.044  -4.683  -3.040  -3.036  -2.921  -1.975  -1.750  -1.691  -0.494  -0.064   0.052   1.054   1.102   3.208   3.212   3.791   3.806  17.073  17.789
   0.047  -4.643  -3.035  -2.991  -2.916  -1.954  -1.784  -1.725  -0.474  -0.058   0.059   1.009   1.056   3.276   3.280   3.873   3.888  16.919  17.627
   0.049  -4.601  -3.029  -2.945  -2.910  -1.931  -1.818  -1.760  -0.453  -0.051   0.065   0.964   1.012   3.347   3.351   3.957   3.972  16.767  17.466
   0.051  -4.558  -3.024  -2.905  -2.896  -1.907  -1.854  -1.795  -0.432  -0.044   0.072   0.920   0.967   3.420   3.424   4.042   4.057  16.615  17.306
   0.053  -4.513  -3.018  -2.899  -2.845  -1.890  -1.882  -1.832  -0.410  -0.037   0.080   0.875   0.923   3.495   3.499   4.129   4.144  16.464  17.148
   0.056  -4.466  -3.011  -2.892  -2.793  -1.926  -1.869  -1.855  -0.387  -0.030   0.087   0.831   0.879   3.573   3.578   4.217   4.232  16.315  16.991
   0.058  -4.418  -3.005  -2.886  -2.737  -1.964  -1.907  -1.827  -0.363  -0.022   0.095   0.787   0.835   3.653   3.658   4.306   4.322  16.168  16.837
   0.060  -4.368  -2.998  -2.879  -2.680  -2.002  -1.945  -1.798  -0.338  -0.014   0.103   0.744   0.791   3.736   3.741   4.398   4.413  16.023  16.684
