 @# k   band (eV)
   0.000  -5.084  -3.457  -3.093  -2.977  -2.167  -1.374  -1.310  -0.685  -0.127  -0.014   1.783   1.844   2.500   2.500   2.699   2.699  19.166  20.009
   0.002  -5.083  -3.456  -3.093  -2.977  -2.167  -1.375  -1.311  -0.684  -0.127  -0.014   1.779   1.840   2.502   2.502   2.704   2.704  19.159  20.001
   0.004  -5.080  -3.453  -3.093  -2.976  -2.166  -1.378  -1.315  -0.683  -0.126  -0.013   1.768   1.828   2.508   2.508   2.718   2.719  19.138  19.978
   0.007  -5.075  -3.448  -3.092  -2.975  -2.164  -1.383  -1.320  -0.680  -0.125  -0.013   1.749   1.809   2.517   2.518   2.741   2.743  19.102  19.940
   0.009  -5.068  -3.440  -3.091  -2.974  -2.160  -1.391  -1.328  -0.677  -0.124  -0.011   1.725   1.783   2.531   2.531   2.771   2.775  19.053  19.888
   0.011  -5.058  -3.431  -3.090  -2.973  -2.157  -1.400  -1.337  -0.673  -0.123  -0.010   1.696   1.752   2.548   2.548   2.809   2.814  18.990  19.821
   0.013  -5.047  -3.420  -3.088  -2.972  -2.152  -1.412  -1.349  -0.668  -0.121  -0.008   1.662   1.718   2.568   2.569   2.852   2.858  18.915  19.742
   0.016  -5.034  -3.407  -3.087  -2.970  -2.146  -1.425  -1.363  -0.661  -0.119  -0.006   1.626   1.680   2.593   2.593   2.901   2.908  18.829  19.650
   0.018  -5.019  -3.391  -3.084  -2.968  -2.139  -1.441  -1.379  -0.654  -0.116  -0.003   1.587   1.640   2.621   2.621   2.953   2.962  18.731  19.546
   0.020  -5.001  -3.374  -3.082  -2.965  -2.131  -1.458  -1.396  -0.646  -0.114  -0.000   1.546   1.598   2.652   2.653   3.010   3.020  18.624  19.432
   0.022  -4.982  -3.354  -3.079  -2.963  -2.123  -1.477  -1.416  -0.637  -0.111   0.003   1.504   1.555   2.687   2.688   3.070   3.080  18.508  19.309
   0.024  -4.961  -3.332  -3.077  -2.960  -2.113  -1.498  -1.437  -0.627  -0.107   0.006   1.460   1.511   2.725   2.727   3.132   3.143  18.385  19.178
   0.027  -4.938  -3.308  -3.073  -2.957  -2.102  -1.520  -1.459  -0.616  -0.103   0.010   1.416   1.466   2.767   2.768   3.197   3.209  18.254  19.039
   0.029  -4.912  -3.282  -3.070  -2.953  -2.090  -1.544  -1.484  -0.604  -0.099   0.014   1.372   1.421   2.811   2.813   3.265   3.277  18.118  18.894
   0.031  -4.885  -3.253  -3.066  -2.949  -2.077  -1.570  -1.509  -0.591  -0.095   0.019   1.326   1.375   2.859   2.861   3.334   3.348  17.976  18.745
   0.033  -4.856  -3.223  -3.062  -2.946  -2.063  -1.597  -1.537  -0.577  -0.090   0.023   1.281   1.329   2.910   2.913   3.406   3.420  17.831  18.591
   0.036  -4.825  -3.190  -3.058  -2.941  -2.048  -1.625  -1.565  -0.562  -0.086   0.028   1.236   1.284   2.964   2.967   3.480   3.494  17.683  18.434
   0.038  -4.792  -3.154  -3.054  -2.937  -2.031  -1.654  -1.595  -0.546  -0.080   0.034   1.190   1.238   3.021   3.024   3.555   3.569  17.532  18.274
   0.040  -4.757  -3.117  -3.049  -2.932  -2.014  -1.685  -1.626  -0.530  -0.075   0.039   1.145   1.192   3.081   3.084   3.632   3.647  17.380  18.113
   0.042  -4.721  -3.077  -3.044  -2.927  -1.995  -1.716  -1.658  -0.512  -0.069   0.045   1.100   1.147   3.143   3.147   3.711   3.726  17.227  17.951
   0.044  -4.683  -3.039  -3.035  -2.922  -1.975  -1.749  -1.691  -0.493  -0.063   0.051   1.055   1.101   3.209   3.212   3.791   3.806  17.073  17.789
   0.047  -4.643  -3.034  -2.991  -2.917  -1.954  -1.783  -1.725  -0.474  -0.056   0.058   1.010   1.056   3.277   3.280   3.873   3.888  16.920  17.627
   0.049  -4.601  -3.028  -2.945  -2.911  -1.931  -1.817  -1.760  -0.453  -0.050   0.065   0.965   1.012   3.347   3.351   3.957   3.972  16.767  17.466
   0.051  -4.557  -3.022  -2.905  -2.896  -1.907  -1.853  -1.795  -0.432  -0.043   0.072   0.920   0.967   3.420   3.424   4.042   4.057  16.615  17.306
   0.053  -4.512  -3.016  -2.899  -2.845  -1.890  -1.881  -1.832  -0.410  -0.036   0.079   0.876   0.923   3.495   3.500   4.129   4.144  16.465  17.148
   0.056  -4.466  -3.010  -2.893  -2.792  -1.926  -1.869  -1.854  -0.387  -0.028   0.086   0.832   0.878   3.573   3.578   4.217   4.232  16.315  16.991
   0.058  -4.418  -3.004  -2.886  -2.737  -1.963  -1.907  -1.827  -0.363  -0.021   0.094   0.788   0.835   3.654   3.658   4.307   4.322  16.168  16.837
   0.060  -4.368  -2.997  -2.880  -2.680  -2.001  -1.945  -1.798  -0.338  -0.013   0.102   0.744   0.791   3.736   3.741   4.398   4.413  16.023  16.684
   0.062  -4.317  -2.991  -2.873  -2.621  -2.039  -1.984  -1.767  -0.312  -0.005   0.110   0.701   0.748   3.821   3.826   4.491   4.506  15.880  16.534
   0.064  -4.265  -2.984  -2.866  -2.560  -2.078  -2.023  -1.735  -0.286   0.004   0.119   0.658   0.705   3.908   3.913   4.585   4.600  15.739  16.387
   0.067  -4.211  -2.976  -2.859  -2.497  -2.116  -2.062  -1.702  -0.259   0.012   0.127   0.615   0.662   3.997   4.002   4.680   4.695  15.600  16.241
   0.069  -4.157  -2.969  -2.851  -2.432  -2.155  -2.102  -1.667  -0.231   0.021   0.136   0.573   0.620   4.089   4.094   4.778   4.792  15.463  16.098
   0.071  -4.101  -2.962  -2.844  -2.367  -2.192  -2.143  -1.631  -0.203   0.030   0.145   0.531   0.578   4.182   4.187   4.876   4.890  15.329  15.958
   0.073  -4.044  -2.954  -2.836  -2.308  -2.222  -2.183  -1.593  -0.173   0.039   0.154   0.489   0.536   4.277   4.283   4.976   4.990  15.196  15.820
   0.076  -3.986  -2.946  -2.828  -2.296  -2.224  -2.204  -1.554  -0.143   0.048   0.164   0.447   0.495   4.375   4.380   5.077   5.091  15.066  15.685
   0.078  -3.927  -2.939  -2.820  -2.328  -2.265  -2.140  -1.513  -0.113   0.058   0.173   0.406   0.454   4.474   4.480   5.180   5.194  14.939  15.552
   0.080  -3.867  -2.931  -2.812  -2.366  -2.306  -2.067  -1.471  -0.082   0.067   0.183   0.365   0.413   4.575   4.581   5.284   5.298  14.813  15.421
   0.082  -3.807  -2.922  -2.804  -2.406  -2.347  -1.991  -1.428  -0.050   0.077   0.193   0.325   0.373   4.678   4.684   5.390   5.403  14.689  15.293
   0.084  -3.746  -2.914  -2.796  -2.446  -2.388  -1.913  -1.383  -0.018   0.087   0.203   0.284   0.333   4.783   4.789   5.497   5.510  14.568  15.166
   0.087  -3.684  -2.906  -2.788  -2.487  -2.429  -1.833  -1.336   0.015   0.097   0.213   0.244   0.293   4.890   4.896   5.605   5.618  14.448  15.042
   0.089  -3.622  -2.897  -2.779  -2.528  -2.470  -1.752  -1.288   0.049   0.107   0.205   0.223   0.254   4.998   5.004   5.714   5.727  14.330  14.919
   0.091  -3.559  -2.889  -2.770  -2.568  -2.511  -1.669  -1.238   0.082   0.117   0.166   0.213   0.235   5.108   5.114   5.825   5.838  14.214  14.799
   0.093  -3.496  -2.880  -2.762  -2.609  -2.552  -1.584  -1.187   0.114   0.124   0.133   0.176   0.244   5.220   5.226   5.937   5.949  14.099  14.680
   0.096  -3.432  -2.872  -2.753  -2.650  -2.593  -1.497  -1.133   0.087   0.135   0.139   0.154   0.255   5.333   5.339   6.050   6.062  13.986  14.563
   0.098  -3.368  -2.863  -2.744  -2.690  -2.633  -1.409  -1.079   0.050   0.099   0.149   0.188   0.265   5.447   5.453   6.164   6.176  13.874  14.447
   0.100  -3.305  -2.854  -2.736  -2.730  -2.673  -1.320  -1.022   0.012   0.061   0.160   0.224   0.276   5.563   5.569   6.280   6.292  13.763  14.332
   0.102  -3.241  -2.846  -2.770  -2.728  -2.712  -1.229  -0.964  -0.025   0.024   0.170   0.260   0.287   5.680   5.686   6.396   6.408  13.654  14.219
   0.104  -3.177  -2.837  -2.809  -2.754  -2.717  -1.136  -0.904  -0.062  -0.012   0.181   0.296   0.298   5.799   5.805   6.514   6.525  13.546  14.107
   0.107  -3.114  -2.851  -2.827  -2.794  -2.708  -1.043  -0.842  -0.098  -0.048   0.192   0.308   0.333   5.918   5.924   6.632   6.643  13.438  13.997
   0.109  -3.051  -2.889  -2.833  -2.818  -2.699  -0.948  -0.778  -0.134  -0.084   0.202   0.319   0.370   6.039   6.045   6.751   6.762  13.332  13.887
   0.111  -2.988  -2.928  -2.871  -2.810  -2.690  -0.852  -0.712  -0.169  -0.119   0.213   0.330   0.407   6.161   6.166   6.871   6.881  13.226  13.778
   0.113  -2.968  -2.927  -2.908  -2.801  -2.681  -0.755  -0.644  -0.204  -0.154   0.224   0.341   0.445   6.283   6.288   6.991   7.002  13.121  13.669
   0.116  -3.005  -2.949  -2.862  -2.792  -2.672  -0.656  -0.574  -0.238  -0.188   0.235   0.352   0.483   6.406   6.412   7.112   7.122  13.016  13.562
   0.118  -3.042  -2.986  -2.802  -2.783  -2.663  -0.557  -0.503  -0.272  -0.222   0.245   0.363   0.521   6.530   6.535   7.234   7.244  12.912  13.455
