 @# k   band (eV)
   0.000  -5.081  -3.454  -3.084  -2.981  -2.165  -1.367  -1.311  -0.683  -0.118  -0.019   1.789   1.843   2.503   2.503   2.701   2.701  19.169  20.011
   0.002  -5.080  -3.453  -3.084  -2.981  -2.165  -1.368  -1.312  -0.683  -0.118  -0.019   1.785   1.839   2.505   2.505   2.706   2.706  19.162  20.003
   0.004  -5.077  -3.450  -3.083  -2.981  -2.163  -1.371  -1.315  -0.681  -0.117  -0.018   1.773   1.827   2.510   2.510   2.720   2.721  19.140  19.981
   0.007  -5.072  -3.445  -3.083  -2.980  -2.161  -1.376  -1.321  -0.679  -0.117  -0.017   1.755   1.807   2.520   2.520   2.743   2.745  19.104  19.943
   0.009  -5.065  -3.438  -3.082  -2.979  -2.158  -1.384  -1.328  -0.676  -0.115  -0.016   1.731   1.782   2.533   2.533   2.774   2.777  19.055  19.890
   0.011  -5.056  -3.429  -3.080  -2.978  -2.154  -1.393  -1.338  -0.671  -0.114  -0.015   1.701   1.751   2.550   2.550   2.812   2.816  18.993  19.824
   0.013  -5.045  -3.418  -3.079  -2.976  -2.149  -1.405  -1.350  -0.666  -0.112  -0.013   1.668   1.717   2.571   2.571   2.855   2.860  18.918  19.744
   0.016  -5.031  -3.404  -3.077  -2.974  -2.144  -1.418  -1.363  -0.660  -0.110  -0.011   1.631   1.679   2.595   2.596   2.904   2.910  18.831  19.652
   0.018  -5.016  -3.389  -3.075  -2.972  -2.137  -1.434  -1.379  -0.653  -0.108  -0.008   1.592   1.639   2.623   2.624   2.956   2.964  18.734  19.548
   0.020  -4.999  -3.371  -3.073  -2.970  -2.129  -1.451  -1.396  -0.645  -0.105  -0.005   1.551   1.597   2.655   2.655   3.013   3.021  18.627  19.435
   0.022  -4.980  -3.352  -3.070  -2.967  -2.120  -1.470  -1.416  -0.636  -0.102  -0.002   1.509   1.554   2.689   2.690   3.073   3.082  18.511  19.311
   0.024  -4.958  -3.330  -3.067  -2.964  -2.111  -1.491  -1.437  -0.626  -0.098   0.001   1.466   1.510   2.728   2.729   3.135   3.145  18.387  19.180
   0.027  -4.935  -3.306  -3.064  -2.961  -2.100  -1.513  -1.460  -0.615  -0.095   0.005   1.422   1.465   2.769   2.771   3.200   3.211  18.256  19.041
   0.029  -4.910  -3.279  -3.061  -2.958  -2.088  -1.537  -1.484  -0.603  -0.091   0.009   1.377   1.420   2.814   2.816   3.268   3.279  18.120  18.897
   0.031  -4.883  -3.251  -3.057  -2.954  -2.075  -1.563  -1.510  -0.590  -0.086   0.014   1.332   1.374   2.862   2.864   3.338   3.349  17.979  18.747
   0.033  -4.854  -3.220  -3.053  -2.950  -2.061  -1.590  -1.537  -0.576  -0.082   0.018   1.286   1.329   2.913   2.915   3.409   3.421  17.834  18.593
   0.036  -4.823  -3.187  -3.049  -2.946  -2.046  -1.618  -1.565  -0.561  -0.077   0.023   1.241   1.283   2.967   2.969   3.483   3.495  17.685  18.436
   0.038  -4.790  -3.152  -3.044  -2.942  -2.029  -1.647  -1.595  -0.545  -0.071   0.029   1.196   1.237   3.024   3.026   3.558   3.571  17.535  18.276
   0.040  -4.755  -3.115  -3.040  -2.937  -2.012  -1.678  -1.626  -0.528  -0.066   0.034   1.150   1.192   3.083   3.086   3.635   3.648  17.382  18.116
   0.042  -4.718  -3.075  -3.035  -2.932  -1.993  -1.710  -1.658  -0.510  -0.060   0.040   1.105   1.146   3.146   3.149   3.714   3.727  17.229  17.954
   0.044  -4.680  -3.033  -3.030  -2.927  -1.973  -1.742  -1.691  -0.492  -0.054   0.047   1.060   1.101   3.211   3.214   3.795   3.808  17.076  17.792
   0.047  -4.640  -3.024  -2.989  -2.921  -1.952  -1.776  -1.725  -0.472  -0.048   0.053   1.015   1.056   3.279   3.282   3.877   3.890  16.922  17.630
   0.049  -4.598  -3.019  -2.942  -2.916  -1.929  -1.810  -1.760  -0.452  -0.041   0.060   0.970   1.011   3.350   3.353   3.960   3.973  16.769  17.469
   0.051  -4.555  -3.013  -2.910  -2.894  -1.906  -1.845  -1.795  -0.430  -0.034   0.067   0.925   0.966   3.423   3.426   4.045   4.059  16.618  17.309
   0.053  -4.510  -3.007  -2.904  -2.843  -1.889  -1.873  -1.831  -0.408  -0.027   0.074   0.881   0.922   3.498   3.502   4.132   4.145  16.467  17.150
   0.056  -4.463  -3.001  -2.898  -2.790  -1.920  -1.872  -1.848  -0.385  -0.019   0.081   0.837   0.878   3.576   3.580   4.220   4.233  16.318  16.994
   0.058  -4.415  -2.994  -2.891  -2.735  -1.957  -1.908  -1.823  -0.361  -0.012   0.089   0.793   0.834   3.656   3.660   4.310   4.323  16.171  16.839
   0.060  -4.365  -2.988  -2.885  -2.677  -1.995  -1.945  -1.795  -0.336  -0.004   0.097   0.750   0.791   3.739   3.743   4.401   4.414  16.025  16.687
   0.062  -4.315  -2.981  -2.878  -2.618  -2.033  -1.984  -1.764  -0.311   0.004   0.105   0.706   0.748   3.824   3.828   4.494   4.507  15.882  16.537
   0.064  -4.262  -2.974  -2.871  -2.557  -2.071  -2.023  -1.732  -0.284   0.012   0.114   0.663   0.705   3.911   3.915   4.588   4.601  15.741  16.389
   0.067  -4.209  -2.967  -2.864  -2.494  -2.110  -2.063  -1.699  -0.257   0.021   0.122   0.621   0.662   4.000   4.004   4.684   4.696  15.602  16.244
   0.069  -4.154  -2.960  -2.856  -2.429  -2.149  -2.103  -1.664  -0.230   0.030   0.131   0.578   0.620   4.091   4.096   4.781   4.793  15.465  16.101
   0.071  -4.098  -2.952  -2.849  -2.364  -2.187  -2.143  -1.628  -0.201   0.039   0.140   0.536   0.578   4.185   4.189   4.879   4.892  15.331  15.960
